amount_financed,days_till_payment,max_client_financed_amount,client_size,debtor_size,debtor_type,client_transactions,debtor_transactions,average_client_spread,debtor_tenure,client_recency,fee_percentage
354368,45,59983775,Medium,Large,private,75,18,3.289466667,45.0,0.0,3.098333333
354368,45,59983775,Medium,Large,private,76,19,3.280921053,45.0,0.0,3.098333333
354368,45,59983775,Medium,Large,private,77,20,3.272597403,45.0,0.0,3.098333333
354368,45,59983775,Medium,Large,private,78,21,3.264487179,45.0,0.0,3.098333333
354368,45,59983775,Medium,Large,private,79,22,3.256582278,45.0,0.0,3.098333333
354368,45,59983775,Medium,Large,private,80,23,3.248875,45.0,0.0,3.098333333
62182,29,12602207,No Information,Large,private,1,4,1.23,354.0,12.0,1.688333333
123867,42,20565248,Small,Large,private,4,5,3.01,345.0,3.0,3.258333333
55692,35,2880000,Small,No Information,private,3,6,3.4,356.0,19.0,4.258333333
55692,35,23366358,Small,No Information,private,4,7,3.5,356.0,19.0,4.258333333
55692,35,23366358,Small,No Information,private,5,8,3.56,356.0,19.0,4.258333333
55692,35,6860993,Small,No Information,private,6,9,3.6,356.0,19.0,4.258333333
55692,35,6860993,Small,No Information,private,7,10,3.628571429,356.0,19.0,4.258333333
81632,35,107214465,No Information,Large,private,3,1,2.42,56.0,10.0,3.418333333
128417,41,125465420,Small,Large,private,5,6,2.948,346.0,0.0,3.158333333
63099,48,37299205,No Information,No Information,private,4,3,2.95,83.0,8.0,3.458333333
266037,31,110000371,Small,Large,private,1,4,2.4,346.0,31.0,2.858333333
266037,31,85479684,Small,Large,private,2,5,2.4,346.0,31.0,2.858333333
187186,27,69869029,Small,No Information,private,1,2,0.85,26.0,26.0,1.308333333
187186,27,69869029,Small,No Information,private,2,3,0.85,26.0,26.0,1.308333333
140805,62,78121087,Medium,Large,private,83,32,3.243493976,360.0,3.0,3.558333333
140805,62,110000371,Medium,Large,private,84,33,3.241785714,360.0,3.0,3.558333333
140805,62,87550679,Medium,Large,private,85,34,3.240117647,360.0,3.0,3.558333333
1419024,44,220440360,Small,No Information,private,2,2,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,3,3,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,4,4,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,5,5,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,6,6,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,Large,private,7,2,1.4,356.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,8,7,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,9,8,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,10,9,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,11,10,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,12,11,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,13,12,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,14,13,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,15,14,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,16,15,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,17,16,1.4,193.0,53.0,1.858333333
1419024,44,220440360,Small,No Information,private,18,17,1.4,193.0,53.0,1.858333333
32130,36,12209400,Micro Business,Large,private,2,1,3.555,35.0,3.0,4.768333333
187186,46,51795205,No Information,Large,public,1,4,3.4,292.0,24.0,3.858333333
34272,39,87190768,Small,Large,private,2,3,3.25,333.0,28.0,3.958333333
134974,64,69869029,No Information,Large,private,2,2,2.55,327.0,5.0,2.958333333
130065,46,27207974,Small,Large,public,4,5,2.6,292.0,32.0,3.158333333
130065,46,98599000,Small,Large,public,5,6,2.62,292.0,32.0,3.158333333
77161,63,17011764,Medium,Large,private,86,24,3.253837209,339.0,3.0,4.878333333
77161,63,47903479,Medium,Large,private,87,35,3.267241379,339.0,3.0,4.878333333
467670,35,78196443,No Information,Large,private,2,1,2.4,292.0,0.0,1.858333333
359201,37,12532693,Small,Large,private,2,2,2.2,248.0,48.0,2.658333333
32130,53,6009776,Micro Business,No Information,private,1,4,2.91,336.0,14.0,3.368333333
40492,34,243661504,Small,Large,private,4,4,4.0,103.0,52.0,4.458333333
18196,45,141733978,Micro Business,Large,private,2,3,3.095,335.0,14.0,3.938333333
52047,44,289453648,Micro Business,Large,private,1,2,2.37,334.0,29.0,2.828333333
69912,44,1442790,Small,Large,private,1,3,1.8,334.0,5.0,2.258333333
611381,47,24348375,Small,Large,private,11,11,1.6,327.0,54.0,2.058333333
611381,47,24348375,Small,Large,private,12,12,1.6,327.0,54.0,2.058333333
611381,47,24348375,Small,Large,private,13,13,1.6,327.0,54.0,2.058333333
611381,47,24348375,Small,Large,private,14,14,1.6,327.0,54.0,2.058333333
114591,49,14895269,Medium,Large,private,3,1,1.2,27.0,13.0,1.658333333
114591,42,14895269,Medium,Large,private,4,3,1.2,21.0,13.0,1.658333333
114591,49,14895269,Medium,Large,private,5,2,1.2,27.0,13.0,1.658333333
114591,28,14895269,Medium,Large,private,6,8,1.2,41.0,13.0,1.658333333
142180,29,317425094,Micro Business,Large,public,1,7,1.94,336.0,18.0,2.398333333
454773,30,97044684,Large,Large,public,2,1,1.9,316.0,22.0,2.558333333
187186,31,17356050,Small,Small,public,2,2,0.81,95.0,20.0,1.268333333
85624,31,125465420,Small,Large,private,3,3,1.55,328.0,18.0,2.208333333
1173058,33,3464176,Large,Large,public,2,2,0.785,337.0,0.0,1.358333333
133945,30,317425094,Small,No Information,private,5,1,2.14,126.0,11.0,3.958333333
86854,60,237037038,No Information,Small,public,9,1,2.965555556,194.0,21.0,3.958333333
86854,60,237037038,No Information,No Information,public,10,1,3.019,177.0,21.0,3.958333333
180269,61,243661504,Medium,Large,private,92,37,3.316195652,361.0,0.0,3.458333333
180269,61,34453741,Medium,Large,private,93,38,3.312795699,361.0,0.0,3.458333333
180269,61,206638818,Medium,Large,private,94,39,3.309468085,361.0,0.0,3.458333333
336534,30,61586819,Medium,Large,private,3,3,2.083333333,330.0,19.0,2.558333333
69829,44,31221836,No Information,Micro Business,public,2,2,1.65,186.0,278.0,2.108333333
21896,48,22044959,Small,Large,private,2,4,4.61,336.0,5.0,3.518333333
48688,28,47152047,No Information,Large,public,13,1,2.899230769,259.0,21.0,2.958333333
20420,30,42144300,No Information,Large,private,7,8,6.567142857,305.0,15.0,6.368333333
487370,43,8217217,Small,No Information,public,5,6,1.268,274.0,20.0,1.618333333
487370,43,8217217,Small,No Information,public,6,7,1.25,274.0,20.0,1.618333333
16422,61,47244968,No Information,Large,private,2,3,2.635,334.0,106.0,4.208333333
204843,46,34601245,Medium,Large,private,95,25,3.307263158,41.0,0.0,3.558333333
204843,46,34601245,Medium,Large,private,96,26,3.305104167,41.0,0.0,3.558333333
204843,46,34601245,Medium,Large,private,98,27,3.300918367,41.0,0.0,3.558333333
204843,46,34601245,Medium,Large,private,99,28,3.298888889,41.0,0.0,3.558333333
204843,46,34601245,Medium,Large,private,100,29,3.2969,41.0,0.0,3.558333333
204843,46,34601245,Medium,Large,private,101,40,3.294950495,41.0,0.0,3.558333333
83747,49,289453648,Small,Large,private,16,1,2.3,29.0,13.0,3.558333333
497229,35,107214465,No Information,Large,private,16,27,1.15,340.0,82.0,1.608333333
497229,35,37299205,No Information,Large,private,17,28,1.15,340.0,82.0,1.608333333
497229,35,9718433,No Information,Large,private,18,29,1.15,340.0,82.0,1.608333333
497229,35,206016013,No Information,Large,private,19,30,1.15,340.0,82.0,1.608333333
497229,35,87190768,No Information,Large,private,20,31,1.15,340.0,82.0,1.608333333
497229,35,51795205,No Information,Large,private,21,32,1.15,340.0,82.0,1.608333333
71186,36,11154265,Small,No Information,private,9,2,3.6,335.0,8.0,3.658333333
71186,36,243661504,Small,No Information,private,10,3,3.56,335.0,8.0,3.658333333
71186,36,42126038,Small,No Information,private,11,12,3.527272727,337.0,8.0,3.658333333
71186,36,216649972,Small,No Information,private,12,4,3.5,335.0,8.0,3.658333333
71186,36,243661504,Small,No Information,private,13,5,3.476923077,335.0,8.0,3.658333333
55620,65,4142000,No Information,Large,private,21,22,3.752857143,321.0,6.0,4.658333333
55620,65,50941342,No Information,Large,private,23,24,3.79173913,321.0,6.0,4.658333333
55620,65,1071337,No Information,Large,private,26,27,3.838846154,321.0,6.0,4.658333333
55620,65,179187121,No Information,Large,private,27,28,3.852222222,321.0,6.0,4.658333333
55620,65,236295942,No Information,Large,private,28,29,3.864642857,321.0,6.0,4.658333333
100915,61,2142000,Small,Large,private,2,2,1.9,335.0,167.0,2.358333333
91462,41,20526142,Small,Large,private,6,7,2.79,326.0,0.0,2.458333333
91462,33,89390648,Small,Large,private,7,8,2.677142857,326.0,0.0,2.458333333
18398,70,27230824,Small,Large,private,9,33,3.057777778,341.0,11.0,4.958333333
24283,60,197752565,No Information,No Information,private,11,1,2.390909091,331.0,14.0,3.558333333
24283,60,51795205,No Information,No Information,private,12,2,2.45,331.0,14.0,3.558333333
44289,46,37763668,No Information,Large,private,4,4,2.17,281.0,5.0,2.628333333
44289,46,2249100,No Information,Large,private,5,5,2.17,281.0,5.0,2.628333333
61590,36,34453741,Micro Business,Medium,public,2,2,2.24,320.0,21.0,2.698333333
22590,60,4171939,No Information,Large,private,1,5,3.3,341.0,6.0,3.758333333
187186,35,14525973,No Information,Large,private,22,6,1.265454545,336.0,14.0,1.578333333
187186,46,57354039,No Information,Large,private,23,9,1.259130435,336.0,14.0,1.578333333
187186,46,44053630,No Information,Large,private,24,10,1.253333333,336.0,14.0,1.578333333
187186,46,95122310,No Information,Large,private,28,14,1.234285714,336.0,14.0,1.578333333
187186,46,95122310,No Information,Large,private,29,15,1.230344828,336.0,14.0,1.578333333
876282,61,34562620,No Information,No Information,private,2,13,2.895,337.0,289.0,2.658333333
296144,32,2971971,No Information,Micro Business,public,2,1,1.45,164.0,16.0,1.958333333
187186,35,107214465,No Information,Large,private,2,9,2.425,341.0,12.0,2.508333333
187186,29,43247934,Medium,No Information,private,5,1,0.626,166.0,13.0,1.048333333
84860,32,92259578,Medium,Medium,public,2,2,2.0,315.0,264.0,2.458333333
52574,31,4879100,No Information,Large,private,4,4,3.725,41.0,16.0,4.158333333
52574,31,4879100,No Information,Large,private,5,5,3.72,41.0,16.0,4.158333333
35493,42,6266575,Small,Large,private,1,2,3.3,338.0,7.0,3.758333333
45871,32,32256386,No Information,Micro Business,public,10,1,3.12,330.0,1.0,3.458333333
40933,22,54727579,Small,No Information,private,2,2,2.75,182.0,12.0,3.458333333
160381,32,7644415,Small,Large,private,5,5,1.85,31.0,31.0,2.308333333
160381,32,23344239,Small,Large,private,6,6,1.85,31.0,31.0,2.308333333
187186,46,47901347,Small,No Information,private,6,2,1.453333333,43.0,8.0,1.858333333
398303,61,2215780,Medium,Large,private,102,41,3.296960784,342.0,2.0,3.958333333
398303,61,7539840,Medium,Large,private,103,42,3.298932039,342.0,2.0,3.958333333
398303,61,243661504,Medium,Large,private,107,43,3.306448598,342.0,2.0,3.958333333
398303,61,23983577,Medium,Large,private,108,30,3.308240741,342.0,2.0,3.958333333
398303,61,134718177,Medium,Large,private,109,44,3.31,342.0,2.0,3.958333333
398303,61,20087200,Medium,Large,private,110,45,3.311727273,342.0,2.0,3.958333333
398303,61,37354309,Medium,Large,private,111,46,3.313423423,342.0,2.0,3.958333333
398303,61,45857595,Medium,Large,private,112,47,3.315089286,342.0,2.0,3.958333333
398303,61,37354309,Medium,No Information,private,113,2,3.316725664,7.0,2.0,3.958333333
398303,61,47648954,Medium,Large,private,115,48,3.319913043,342.0,2.0,3.958333333
398303,61,34562620,Medium,Large,private,116,49,3.321465517,342.0,2.0,3.958333333
398303,61,243661504,Medium,Large,private,117,50,3.322991453,342.0,2.0,3.958333333
636174,60,2215780,Medium,No Information,private,9,2,2.294444444,328.0,2.0,2.108333333
42073,71,7964670,Small,Large,private,10,34,3.052,342.0,0.0,3.458333333
187186,43,31319791,Small,No Information,private,2,5,0.8,338.0,78.0,1.258333333
60078,63,89390648,Medium,Large,private,118,51,3.343559322,345.0,3.0,6.208333333
60078,63,23983577,Medium,Large,private,119,52,3.363781513,345.0,3.0,6.208333333
60078,63,13683632,Medium,Large,private,120,53,3.383666667,345.0,3.0,6.208333333
60078,63,10452712,Medium,Large,private,121,54,3.40322314,345.0,3.0,6.208333333
548411,60,116707522,Small,Micro Business,public,6,6,2.22,227.0,9.0,2.678333333
548411,60,10612420,Small,Micro Business,public,7,7,2.22,227.0,9.0,2.678333333
548411,60,116707522,Small,Micro Business,public,8,8,2.22,227.0,9.0,2.678333333
87780,62,207688494,No Information,Large,private,3,4,2.263333333,35.0,23.0,1.978333333
16660,45,8624000,Micro Business,Large,private,1,4,5.4,340.0,18.0,5.858333333
267750,37,10371505,Small,Large,private,3,3,2.2,255.0,6.0,2.658333333
34712,49,94472480,Small,Large,private,7,10,3.815714286,338.0,7.0,3.958333333
26040,56,95122310,No Information,Large,private,4,2,2.98,338.0,19.0,3.438333333
26040,56,12948390,No Information,Large,private,5,3,2.98,338.0,19.0,3.438333333
63463,31,18747940,No Information,Large,private,2,2,3.3,339.0,56.0,3.758333333
140182,31,14011403,Micro Business,Large,public,1,3,3.0,323.0,17.0,3.458333333
70353,69,91469913,No Information,Large,private,29,30,3.841724138,327.0,5.0,3.658333333
187186,30,289453648,Medium,Large,private,2,2,0.8,340.0,21.0,1.258333333
187186,30,37028289,Medium,Large,private,3,3,0.8,340.0,21.0,1.258333333
16226,37,53356624,No Information,Large,private,2,5,4.03,340.0,18.0,4.488333333
26322,62,149930732,Micro Business,Large,private,2,2,4.92,55.0,24.0,5.378333333
26322,62,34562620,Micro Business,Large,private,3,3,4.92,55.0,24.0,5.378333333
34700,30,93053627,No Information,Large,private,6,6,3.566666667,347.0,4.0,3.258333333
198370,62,317425094,Medium,Large,private,122,55,3.396967213,347.0,1.0,3.098333333
198370,62,216649972,Medium,Large,private,123,56,3.390813008,347.0,1.0,3.098333333
198370,62,317425094,Medium,No Information,private,124,3,3.384758065,12.0,1.0,3.098333333
198370,62,7098945,Medium,Large,private,125,57,3.3788,347.0,1.0,3.098333333
198370,62,20087200,Medium,Large,private,128,32,3.361484375,347.0,1.0,3.098333333
198370,62,32213608,Medium,Large,private,129,33,3.355891473,347.0,1.0,3.098333333
564845,35,94580600,No Information,No Information,private,4,3,2.3525,326.0,15.0,2.608333333
564845,35,78196443,No Information,Large,private,5,2,2.312,43.0,15.0,2.608333333
564845,35,289453648,No Information,Large,private,6,3,2.285,43.0,15.0,2.608333333
40876,31,11278817,Micro Business,Large,private,3,3,2.11,166.0,15.0,2.568333333
81360,30,27099477,Small,Large,private,1,12,2.21,340.0,19.0,2.668333333
293168,35,74518607,No Information,Medium,public,5,2,1.906,71.0,8.0,1.768333333
40321,36,16334300,Micro Business,Medium,public,3,3,2.366666667,326.0,6.0,3.078333333
40321,36,76689130,Micro Business,Medium,public,4,4,2.43,326.0,6.0,3.078333333
22491,41,22008646,Small,Large,private,8,9,3.03125,333.0,5.0,5.968333333
33320,36,23809269,No Information,Large,private,2,2,2.805,341.0,13.0,3.108333333
34910,30,145160506,No Information,Large,private,2,1,1.61,209.0,83.0,2.448333333
102521,70,237037038,Small,Large,private,11,35,2.965454545,347.0,5.0,2.558333333
187186,14,37763668,Small,No Information,private,6,2,1.62,221.0,29.0,2.078333333
187186,14,4955160,Small,No Information,private,7,3,1.62,221.0,29.0,2.078333333
187186,29,10009023,Small,Large,private,10,5,1.62,344.0,29.0,2.078333333
187186,29,10009023,Small,Large,private,11,2,1.62,345.0,29.0,2.078333333
107879,44,10329759,Small,No Information,private,2,6,1.89,348.0,13.0,2.378333333
165537,60,67841820,Medium,No Information,private,3,7,1.38,42.0,3.0,1.838333333
165537,60,67841820,Medium,No Information,private,4,8,1.38,42.0,3.0,1.838333333
165537,60,67841820,Medium,No Information,private,5,9,1.38,42.0,3.0,1.838333333
165537,60,67841820,Medium,No Information,private,6,10,1.38,42.0,3.0,1.838333333
14940,43,45857595,No Information,Large,private,7,1,2.662857143,299.0,6.0,4.978333333
1374760,19,41835664,Medium,Large,private,3,2,1.103333333,173.0,28.0,1.668333333
71400,33,5609528,Small,No Information,private,2,2,1.64,44.0,14.0,2.098333333
260016,33,29544466,Medium,Large,private,4,4,2.075,338.0,8.0,2.508333333
187186,70,7644415,No Information,No Information,private,4,1,1.5,174.0,70.0,1.958333333
187186,70,289453648,No Information,No Information,private,5,4,1.5,174.0,70.0,1.958333333
187186,70,7644415,No Information,No Information,private,6,5,1.5,174.0,70.0,1.958333333
60386,60,17742616,Medium,Large,private,130,59,3.370307692,348.0,1.0,5.688333333
60386,60,17742616,Medium,Large,private,131,60,3.384503817,348.0,1.0,5.688333333
60386,60,13500831,Medium,Large,private,132,61,3.398484848,348.0,1.0,5.688333333
323988,35,116167066,No Information,Large,private,3,2,1.6,226.0,10.0,2.058333333
323988,35,102515618,No Information,Large,private,4,3,1.6,226.0,10.0,2.058333333
323988,35,24719926,No Information,Large,private,5,2,1.6,345.0,10.0,2.058333333
323988,35,81949814,No Information,No Information,private,6,2,1.6,182.0,10.0,2.058333333
94724,35,145160506,Small,Large,private,5,10,1.9,348.0,37.0,2.358333333
30702,33,243661504,No Information,Large,private,2,4,5.1,343.0,30.0,5.558333333
192394,46,6266575,Micro Business,Large,private,11,5,3.281818182,289.0,2.0,2.958333333
192394,46,85554408,Micro Business,Large,private,12,6,3.216666667,289.0,2.0,2.958333333
192394,46,5137363,Micro Business,Large,private,13,7,3.161538462,289.0,2.0,2.958333333
192394,46,18473000,Micro Business,Large,private,14,8,3.114285714,289.0,2.0,2.958333333
192394,46,41076274,Micro Business,Large,private,15,9,3.073333333,289.0,2.0,2.958333333
192394,46,5137363,Micro Business,Large,private,16,10,3.0375,289.0,2.0,2.958333333
18181,67,231249463,No Information,Large,private,2,6,3.63,349.0,78.0,4.088333333
288974,57,9981926,No Information,No Information,public,2,8,3.39,283.0,78.0,4.458333333
86870,48,94580600,No Information,Large,private,3,3,2.2,205.0,21.0,2.658333333
86870,48,94580600,No Information,Large,private,4,5,2.2,344.0,21.0,2.658333333
187186,32,109191294,Small,Small,public,3,3,0.913333333,105.0,9.0,1.578333333
2243794,59,102515618,Medium,Large,public,2,1,2.5,336.0,10.0,2.458333333
187186,60,196162268,Large,Large,private,5,4,1.4,349.0,65.0,2.758333333
187186,60,196162268,Large,Large,private,6,5,1.55,349.0,65.0,2.758333333
175140,45,21724151,Small,Large,private,3,1,1.126666667,339.0,23.0,1.548333333
187186,32,89390648,Micro Business,Large,private,11,5,2.1,324.0,24.0,2.558333333
187186,32,32213608,Micro Business,Large,private,12,6,2.1,324.0,24.0,2.558333333
187186,32,91408055,Micro Business,Large,private,13,7,2.1,324.0,24.0,2.558333333
187186,32,2285752,Micro Business,Large,private,14,8,2.1,324.0,24.0,2.558333333
